,c_id,comment_author,thread_id,comment_date,CLASS
955,c2346107051,xA1waysnForeverx,a27816057,05/25/2011,-1
956,c2347145543,ImaHappyMama,a27857907,05/27/2011,1
957,c2347990045,Nikki022103,a27690301,05/28/2011,-1
958,c2348260441,ari VML,a27855189,05/29/2011,-1
959,c2349256913,shellbelle5400,a27920895,06/01/2011,-1
960,c2349328339,SawyerJames'mama,a27934071,06/02/2011,-1
961,c2349343944,bolgerfam,a27920895,06/02/2011,-1
962,c2349621109,Axona,a27977765,06/05/2011,1
963,c2349833387,xenagirl4711,a28004697,06/07/2011,1
964,c2349833651,NomoreMini,a28004697,06/07/2011,1
965,c2349862683,Julia&Jeff,a28015505,06/08/2011,1
966,c2349933954,PharmerMomma,a28004697,06/08/2011,1
967,c2349941235,nm45832,a28025039,06/08/2011,-1
968,c2349958979,dqgirl1,a28004697,06/09/2011,-1
969,c2349974033,jso_,a28031365,06/09/2011,1
970,c2350000353,1stmommytobe2010,a28031365,06/09/2011,1
971,c2350008897,leb09,a28031365,06/09/2011,-1
972,c2350058987,yapper79,a28039855,06/10/2011,-1
973,c2350176400,socialite_baby,a28061373,06/11/2011,-1
974,c2350204473,caelyn10,a28004697,06/11/2011,-1
975,c2350238668,HeadRush,a28071311,06/12/2011,-1
976,c2350693050,green_eyes80,a28140113,06/16/2011,-1
977,c2350850797,MiraclesHappen44,a28144293,06/19/2011,-1
978,c2350971771,Lyrehc1216,a28182303,06/20/2011,1
979,c2350975249,jwsdago,a28182303,06/20/2011,1
980,c2350976101,sfkat,a28185041,06/20/2011,1
981,c2350981649,moonspinr,a28182303,06/20/2011,1
982,c2350996238,gracieandbry,a28185041,06/20/2011,1
983,c2351012436,KimberlyVegas,a28185041,06/21/2011,-1
984,c2351043365,alittlemommymouse,a28185041,06/21/2011,1
985,c2351108179,HPT&P,a28200837,06/21/2011,-1
986,c2351219909,GeorgesGirl1,a28185041,06/22/2011,1
987,c2351265048,jw12345,a28226981,06/23/2011,-1
988,c2351279804,mom4 3+2,a28226981,06/23/2011,-1
989,c2351349257,An1021,a28143009,06/24/2011,-1
990,c2351508151,froggie1973,a28257627,06/25/2011,-1
991,c2351524720,**Greta**,a28264893,06/26/2011,-1
992,c2352034407,TheScienceTeach,a28337581,07/01/2011,-1
993,c2352153024,monpetitamour,a28358597,07/02/2011,-1
994,c2352495316,PeteysMomma,a28411517,07/07/2011,-1
995,c2352585485,BlueberryBabies,a28421025,07/08/2011,1
996,c2352694109,wayfaringsoul,a28441503,07/09/2011,1
997,c2352738920,chloe&lila'smom,a28441503,07/09/2011,-1
998,c2352823674,siren23,a28461425,07/11/2011,-1
999,c2352828000,ksigma,a28454059,07/11/2011,1
1000,c2352955550,katielea2007,a28475657,07/12/2011,-1
1001,c2352957699,Caite3311,a28475331,07/12/2011,1
1002,c2353005729,Ossentia,a28484143,07/12/2011,-1
1003,c2353062685,preggy35,a28488443,07/13/2011,-1
1004,c2353077787,FlowbeeBryant,a28488443,07/13/2011,-1
1005,c2353433338,pregger30,a28344353,07/17/2011,-1
1006,c2353445419,Jessicarice04,a28554717,07/17/2011,-1
1007,c2353611750,Amberella2000,a28577123,07/19/2011,-1
1008,c2353835805,mamaklb,a28576249,07/21/2011,1
1009,c2353877243,vlar13,a28608527,07/21/2011,-1
1010,c2353891254,jessicakstone,a28621933,07/21/2011,-1
1011,c2354237486,delatierra,a28673907,07/25/2011,1
1012,c2354287923,mommymedic5932,a28672757,07/26/2011,1
1013,c2354469253,MrsChapboogie,a28708519,07/27/2011,-1
1014,c2354478356,Mander14,a28707697,07/27/2011,1
1015,c2354564386,meghen1,a28718103,07/28/2011,-1
1016,c2354585643,MamaFaith2011,a28718103,07/28/2011,-1
1017,c2355087242,lamar26,a28803307,08/03/2011,-1
1018,c2355169495,MissTere23,a28811113,08/04/2011,-1
1019,c2355378691,Lemon91,a28847505,08/06/2011,-1
1020,c2355405659,masonsmommy,a28852801,08/06/2011,-1
1021,c2355536882,mochamomm2,a28870531,08/08/2011,1
1022,c2355547739,kitesurfmom,a28876683,08/08/2011,-1
1023,c2355637579,dynamicduomama,a28890699,08/09/2011,-1
1024,c2355651803,FlowbeeBryant,a28880831,08/09/2011,-1
1025,c2355692480,Samysangel,a28870531,08/10/2011,1
1026,c2355761907,ErinShamu,a28904273,08/10/2011,1
1027,c2355845651,softpink86,a28921865,08/11/2011,1
1028,c2355857595,pigs-in-a-blanket,a28920233,08/11/2011,-1
1029,c2355983606,lnseagraves,a28921865,08/12/2011,1
1030,c2356060002,Aubrey's Mommy 1991,a28950345,08/13/2011,1
1031,c2356196626,obieschick,a28974659,08/15/2011,-1
1032,c2356202056,laurenboyle,a28974659,08/15/2011,1
1033,c2356209140,AdamNElizabeth,a28974659,08/15/2011,-1
1034,c2356269106,GracieLynne87,a28986257,08/16/2011,1
1035,c2356340170,anniesnear,a28998169,08/17/2011,-1
1036,c2356540101,SPRs4,a29010379,08/18/2011,-1
1037,c2356723605,jennykie,a29055167,08/21/2011,1
1038,c2356849701,kbird5,a29075545,08/22/2011,-1
1039,c2356954998,momofgirls78,a29088751,08/23/2011,1
1040,c2357066828,Mollyvh17,a29105043,08/24/2011,-1
1041,c2357094720,katieArt11,a29113433,08/24/2011,-1
1042,c2357126332,smcc81,a29113433,08/25/2011,-1
1043,c2357203831,AlishaShock71,a29129095,08/25/2011,1
1044,c2357236034,ninjaeema,a29133399,08/26/2011,1
1045,c2357238246,jj&meme'smommy,a29134771,08/26/2011,1
1046,c2357246143,kingsfan4life,a29134771,08/26/2011,1
1047,c2357249352,dreya924,a29131687,08/26/2011,-1
1048,c2357429421,TriBarbara,a29163757,08/29/2011,-1
1049,c2357466577,Margarita L.,a29170193,08/29/2011,-1
1050,c2357574030,jessicabauer84,a29187205,08/30/2011,1
1051,c2357760009,galliardmoon,a29214887,09/01/2011,-1
1052,c2357781590,1gradymail,a29217511,09/01/2011,-1
1053,c2357817722,spytfyre13,a29217419,09/01/2011,-1
1054,c2357846559,jlb040,a29228941,09/02/2011,-1
1055,c2357861184,honeytoast,a29228941,09/02/2011,-1
1056,c2357893139,LetsMakeAJourney,a29228941,09/02/2011,-1
1057,c2357922092,ssegailne,a29105043,09/02/2011,-1
1058,c2357932956,LaniMays,a29105043,09/03/2011,-1
1059,c2357961696,everved,a29245499,09/03/2011,1
1060,c2358078316,turningstar94,a29254599,09/05/2011,1
1061,c2358213202,lura716,a29284999,09/06/2011,-1
1062,c2358215053,Christilea2,a29284999,09/06/2011,-1
1063,c2358274589,noelani8686,a29297063,09/07/2011,-1
1064,c2358327302,erosno,a29297063,09/08/2011,-1
1065,c2358330241,arzgirl5,a29297063,09/08/2011,1
1066,c2358566659,princess_soph,a29340023,09/10/2011,1
1067,c2358566755,ajoyfulsong,a29340023,09/10/2011,-1
1068,c2358567231,Shryock1129,a29341623,09/10/2011,-1
1069,c2358581464,leirabien,a29340023,09/10/2011,-1
1070,c2358605569,drahgonne,a29347687,09/11/2011,-1
1071,c2358638860,akcsjc12,a29347687,09/11/2011,-1
1072,c2358704894,Pumpkin_2006&08,a29347711,09/12/2011,1
1073,c2358746160,ShelleyBeau,a29371555,09/12/2011,-1
1074,c2358746912,orangegirl45,a29371149,09/12/2011,1
1075,c2358750929,UKmommyinTN,a29371149,09/12/2011,-1
1076,c2358792981,DecafLatte,a29377277,09/13/2011,-1
1077,c2358805529,JSummer,a29371149,09/13/2011,-1
1078,c2358810824,vlar13,a29369845,09/13/2011,-1
1079,c2358952927,ejvenema,a26021445,09/14/2011,1
1080,c2358994334,cmraven,a29408941,09/15/2011,-1
1081,c2359011466,Melisa464,a29408101,09/15/2011,1
1082,c2359148530,billibearmomma,a29422439,09/16/2011,1
1083,c2359329088,#1 on 6/25/10,a3951755,09/19/2011,-1
1084,c2359581706,honeynut221,a29501325,09/21/2011,1
1085,c2359639973,amandavz,a29494857,09/22/2011,-1
1086,c2359724873,cinderella0720,a29522419,09/23/2011,-1
1087,c2359947830,LittleMissMartha,a29505093,09/26/2011,-1
1088,c2360096799,lemondog1,a29581807,09/27/2011,1
1089,c2360100831,heidianderson1,a29581807,09/27/2011,-1
1090,c2360102501,BamaMommy2BeAgain,a29581807,09/27/2011,-1
1091,c2360172189,Proudmama20808,a29585245,09/28/2011,-1
1092,c2360229601,mmommy222,a29602229,09/28/2011,-1
1093,c2360415906,mended,a29631255,09/30/2011,-1
1094,c2360430819,prayin4bb,a29631255,09/30/2011,-1
1095,c2360460630,AlaskanSunshine,a29635327,09/30/2011,-1
1096,c2360546186,kytiara121,a29648977,10/02/2011,1
1097,c2360606578,RachelHR,a29648977,10/03/2011,-1
1098,c2360670941,Fact:BearsEatBeets,a29671609,10/03/2011,1
1099,c2360710871,sammy311,a29669683,10/04/2011,1
1100,c2360715071,mamadavia,a29671609,10/04/2011,1
1101,c2360715795,tiffaniepiphany.th,a29675207,10/04/2011,1
1102,c2360743281,Tiffany***,a29682785,10/04/2011,-1
1103,c2360799854,dancingthrulife,a29687985,10/04/2011,-1
1104,c2360817742,lemondog1,a29685007,10/05/2011,1
1105,c2360837647,Henry1,a29691115,10/05/2011,-1
1106,c2360967405,Olivia_F2012,a29716651,10/06/2011,1
1107,c2361081464,waiting2bemomma,a29728353,10/07/2011,-1
1108,c2361124578,Daffodil76,a29735391,10/08/2011,1
1109,c2361159654,Austinclucker,a29659155,10/08/2011,-1
1110,c2361278853,happilymarried01,a29765683,10/10/2011,1
1111,c2361282016,luroc,a29765683,10/10/2011,1
1112,c2361330663,fivelittlemonkeys+1,a29765683,10/11/2011,1
1113,c2361380628,MaryJo'sMom,a29753921,10/11/2011,-1
1114,c2361513204,MeTalkinPretty,a29735391,10/12/2011,1
1115,c2361592065,KateBecker,a29810823,10/13/2011,-1
1116,c2361593736,Swertyof4,a29808209,10/13/2011,-1
1117,c2361634155,MMBilek,a29818089,10/13/2011,-1
1118,c2361652574,tiffaniepiphany.th,a29819889,10/14/2011,-1
1119,c2361874564,dragonflyprincess77,a29855215,10/17/2011,1
1120,c2361941332,tash8403,a29869563,10/17/2011,1
1121,c2361941617,KerriMommy,a29869563,10/17/2011,1
1122,c2361941938,dash2.0,a29869563,10/17/2011,1
1123,c2361969414,Auss..725,a29869563,10/17/2011,1
1124,c2362004479,shialexandra,a29869563,10/18/2011,-1
1125,c2362039057,VWBunny,a29880885,10/18/2011,1
1126,c2362043045,wookiemouse,a29878001,10/18/2011,1
1127,c2362075826,kingsfan4life,a29890447,10/18/2011,1
1128,c2362146622,Buckette19,a29901835,10/19/2011,1
1129,c2362352551,typhanee13,a29933233,10/21/2011,-1
1130,c2362353301,stledb,a29933233,10/21/2011,-1
1131,c2362392042,rtigner7189,a29910923,10/22/2011,1
1132,c2362605507,Fiannas,a29974303,10/25/2011,1
1133,c2362606287,saraxoxo,a29974303,10/25/2011,-1
1134,c2362610584,JNM2011,a29974303,10/25/2011,-1
1135,c2362729402,its_a_girl_March2011,a29993153,10/26/2011,-1
1136,c2362766963,Rysah57,a29995557,10/26/2011,1
1137,c2362814833,christina_banks1859,a30003407,10/26/2011,1
1138,c2362918999,mjoy2002,a30020805,10/27/2011,-1
1139,c2363133977,EmbeeKay,a30054675,10/30/2011,1
1140,c2363235076,EmbeeKay,a30050975,10/31/2011,1
1141,c2363243545,JackieJimenez88,a30073515,10/31/2011,-1
1142,c2363406132,Canne33,a30098977,11/02/2011,1
1143,c2363556813,Buttercup+4,a30120943,11/03/2011,-1
1144,c2363574106,Carolyn227,a30120943,11/03/2011,-1
1145,c2363606110,JB093085,a30129519,11/04/2011,1
1146,c2363615328,melissa_ann21,a30129519,11/04/2011,1
1147,c2363854330,Excitedmommyof002,a30168525,11/07/2011,-1
1148,c2363930263,killermiller828,a30180577,11/07/2011,1
1149,c2364220238,Wess00,a30209213,11/10/2011,-1
1150,c2364226633,sayrah999,a30225811,11/10/2011,1
1151,c2364227206,sdc07e,a30225811,11/10/2011,1
1152,c2364374636,ambers_mommy,a28375163,11/12/2011,-1
1153,c2364457486,KristenDawn78,a30262529,11/13/2011,-1
1154,c2364690757,Mibby,a30299737,11/15/2011,-1
1155,c2364722355,toman903,a30305177,11/16/2011,1
1156,c2364758627,Lship,a30309597,11/16/2011,-1
1157,c2364761233,bbsmamashell,a30295601,11/16/2011,1
1158,c2364839061,Sarrahlyn,a30322935,11/17/2011,1
1159,c2365028454,biscuitbelly,a30345327,11/19/2011,-1
1160,c2365186016,madamedent,a30377089,11/21/2011,-1
1161,c2365274964,averyftm,a30392427,11/22/2011,-1
1162,c2365290252,gigifaye,a30394385,11/22/2011,1
1163,c2365308482,1st_time_mommy2,a30397727,11/22/2011,-1
1164,c2365310060,s.d7707,a30397727,11/22/2011,-1
1165,c2365313380,MG715,a30386927,11/22/2011,-1
1166,c2365324941,cupcakeinmytummy,a30397727,11/22/2011,-1
1167,c2365326343,laurenboyle,a30397727,11/22/2011,1
1168,c2365503636,susannewith5,a30428147,11/25/2011,-1
1169,c2365582268,amolden,a30435179,11/26/2011,1
1170,c2365613218,mommy2be1312010,a30123819,11/27/2011,-1
1171,c2365768659,Harveysmommy,a30474143,11/29/2011,-1
1172,c2365806889,mom2be4first-time,a30480643,11/29/2011,-1
1173,c2365822695,SSwantsababy,a30482611,11/29/2011,1
1174,c2365835844,ErinShamu,a30480643,11/29/2011,-1
1175,c2365878171,RhiSing720,a30491175,11/30/2011,-1
1176,c2365879599,DSCole1,a30489593,11/30/2011,-1
1177,c2365881949,FaraLibrizzi,a30490537,11/30/2011,1
1178,c2365886251,Sheila.Clint,a30488441,11/30/2011,1
1179,c2365887031,mjr040508,a30491701,11/30/2011,-1
1180,c2365889880,wifeymonroe,a30490537,11/30/2011,-1
1181,c2365960512,violint1,a30499617,11/30/2011,-1
1182,c2366070957,lullabymama,a30209321,12/01/2011,-1
1183,c2366093141,lisatibbe,a30475777,12/02/2011,-1
1184,c2366170049,jjrk1210,a30509579,12/02/2011,-1
1185,c2366362381,momintraining1,a30567955,12/05/2011,-1
1186,c2366408830,lisatibbe,a30575041,12/05/2011,-1
1187,c2366474870,HelloMorning,a30585581,12/06/2011,1
1188,c2366493090,lilanni2,a30554883,12/06/2011,1
1189,c2366660977,SAJMRJ23,a30615773,12/08/2011,1
1190,c2366757570,secretbutterfly19,a30627907,12/09/2011,-1
1191,c2367024720,alisonlea,a30672335,12/12/2011,-1
1192,c2367091948,ashes1205,a30686063,12/13/2011,1
1193,c2367347297,Jayann0513,a30730969,12/15/2011,1
1194,c2367394362,sarahkali08,a30739285,12/16/2011,1
1195,c2367468387,oburrell,a30703439,12/16/2011,-1
1196,c2367511091,WAMTWY,a30730969,12/17/2011,-1
1197,c2367643040,jld1278,a30781467,12/19/2011,-1
1198,c2367760326,leb09,a26233679,12/20/2011,-1
1199,c2367794718,Neener81,a30799173,12/20/2011,-1
1200,c2367874930,SFLmama,a30818367,12/21/2011,-1
1201,c2367885902,MommaCapraro,a30819483,12/21/2011,-1
1202,c2367908679,FSUgirl10,a30820387,12/21/2011,-1
1203,c2368231862,Mayday11404,a30871343,12/27/2011,-1
1204,c2368247931,waiting4Joe07,a30878597,12/27/2011,-1
1205,c2368416974,Donnabelle,a30899199,12/29/2011,-1
1206,c2368418240,building blocks,a30878597,12/29/2011,-1
1207,c2368475334,kristen_jeff,a30916737,12/29/2011,1
1208,c2368502634,dommeenation,a30916737,12/29/2011,-1
1209,c2368519748,BIGK913,a30899199,12/30/2011,-1
1210,c2368895013,Laura654321,a30878597,01/03/2012,-1
1211,c2369028913,Sandra81,a31007163,01/04/2012,-1
1212,c2369111519,pineseedling,a31007691,01/05/2012,-1
1213,c2369148088,wildberry10,a31007691,01/05/2012,-1
1214,c2369290985,TrueOregonian,a31037069,01/06/2012,-1
1215,c2369334108,coralstrr,a31030853,01/07/2012,1
1216,c2369493273,mjoy2002,a31066667,01/09/2012,-1
1217,c2369678702,kateygirl76,a31111395,01/10/2012,-1
1218,c2369738442,jennii_jenn,a31121743,01/11/2012,1
1219,c2370254318,stpatricksdaybaby,a31206167,01/16/2012,1
1220,c2370311890,kellyt530,a31213095,01/16/2012,1
1221,c2370427388,oliveNYC,a31225865,01/17/2012,-1
1222,c2370646200,Megan.men,a31264929,01/19/2012,-1
1223,c2370654801,faw0707,a31271757,01/19/2012,-1
1224,c2370831782,Gemmatimm,a31301471,01/21/2012,1
1225,c2370887967,jetme,a31310505,01/22/2012,-1
1226,c2371009664,tgar,a31328465,01/23/2012,1
1227,c2371554049,di12185,a31417963,01/28/2012,1
1228,c2371790523,alexplusbaby,a31457049,01/31/2012,-1
1229,c2371808652,can'tcomplainbutdo,a31457265,01/31/2012,-1
1230,c2371824069,nikimcd78,a31459467,01/31/2012,-1
1231,c2371827736,elvnprincess83,a31458785,01/31/2012,-1
1232,c2371840876,leb09,a31465045,01/31/2012,-1
1233,c2371902994,greeng1414,a31457265,02/01/2012,-1
1234,c2372048730,DanielleRD,a31490753,02/02/2012,-1
1235,c2372229779,PepperMintLove,a31524667,02/04/2012,-1
1236,c2372397611,KRAMV,a31557063,02/06/2012,-1
1237,c2372474869,kpud,a31561911,02/06/2012,1
1238,c2372482730,violet_rose224,a31570103,02/06/2012,-1
1239,c2372527923,convers8shun,a31565899,02/07/2012,-1
1240,c2372684607,wiggleit15,a31602755,02/08/2012,-1
1241,c2372687983,aaizman,a31601525,02/08/2012,-1
1242,c2372701285,alissatrebil,a31601525,02/08/2012,-1
1243,c2372755329,saranharm,a31601525,02/09/2012,1
1244,c2372995347,JessL1177,a31653367,02/12/2012,-1
1245,c2373083290,mo2swim,a31667811,02/13/2012,-1
1246,c2373128820,LandosMommy,a31672661,02/13/2012,1
1247,c2373428978,cepbush106,a31722299,02/16/2012,-1
1248,c2373471187,ikofamily,a31481497,02/16/2012,-1
1249,c2373695859,kctllbeamommy,a31749233,02/19/2012,-1
1250,c2373936994,revawave,a31806091,02/21/2012,-1
1251,c2373978587,scncartist,a31812287,02/21/2012,-1
1252,c2373985797,charlagayle,a31814053,02/21/2012,1
1253,c2373986468,lovebeingamom.com,a31814053,02/21/2012,1
1254,c2373998803,George_Sand,a31808537,02/22/2012,1
1255,c2374095566,Mattysgirl09,a31829015,02/22/2012,-1
1256,c2374120130,lakaykay,a31808537,02/23/2012,-1
1257,c2374175065,Marine_Wife17,a31843309,02/23/2012,-1
1258,c2374199775,LittleMissMartha,a31808537,02/23/2012,-1
1259,c2374244290,notchomamas,a31843309,02/24/2012,-1
1260,c2374376585,lisasmidge,a31863549,02/25/2012,-1
1261,c2374390499,W2BMommy2008,a31877049,02/25/2012,1
1262,c2374406950,Katfeathers,a31879557,02/25/2012,1
1263,c2374434719,writer_ma2B,a31877049,02/26/2012,1
1264,c2374442065,bookworm08,a31884939,02/26/2012,-1
1265,c2374443595,mommakwicz,a31884939,02/26/2012,-1
1266,c2374465407,preggomeg,a31887745,02/26/2012,-1
1267,c2374508298,Alaska Sarah,a31887745,02/27/2012,-1
1268,c2374516591,kangaroomomm,a31897453,02/27/2012,1
1269,c2374519295,elvnprincess83,a31887745,02/27/2012,-1
1270,c2374520183,CountrymomK,a31897453,02/27/2012,1
1271,c2374582576,jennyandoliver,a31845769,02/27/2012,-1
1272,c2374583286,Marine_Wife17,a31908039,02/27/2012,-1
1273,c2374593227,maybe1711,a31908039,02/27/2012,-1
1274,c2374695491,lilanni2,a31871915,02/28/2012,1
1275,c2374807159,SSSFam,a31943683,02/29/2012,1
1276,c2374817609,Gailo75,a31944751,02/29/2012,1
1277,c2374859788,Kelly3599,a31950325,03/01/2012,-1
1278,c2374882460,Sarah Faith,a31946205,03/01/2012,-1
1279,c2374969913,mommie&boys&girl,a31965523,03/01/2012,-1
1280,c2374987464,donlonmommy,a31973097,03/02/2012,1
1281,c2375021974,maryw1022,a31978457,03/02/2012,1
1282,c2375123490,karma tree,a31462137,03/03/2012,1
1283,c2375385482,OneRockstar,a32038899,03/06/2012,-1
1284,c2375485339,twinmama76,a32054223,03/07/2012,-1
1285,c2375538971,kim4alex,a32064433,03/07/2012,-1
1286,c2375827125,dreya924,a32096901,03/10/2012,-1
1287,c2375863622,kswaterman,a32116101,03/10/2012,1
1288,c2375881740,meredythclark,a32118825,03/11/2012,-1
1289,c2375928485,mommy-bouchard,a32128841,03/11/2012,-1
1290,c2376048958,ashfemi,a32143281,03/12/2012,-1
1291,c2376056637,DanielleShort,a32143281,03/13/2012,-1
1292,c2376150367,Izzys Mommy,a32143281,03/13/2012,1
1293,c2376468321,ohhhell,a32207623,03/16/2012,-1
1294,c2376561418,Brandonsbabygurl,a32232913,03/18/2012,-1
1295,c2376594444,skookum12,a32240051,03/18/2012,1
1296,c2376612528,sikswifey,a32235963,03/18/2012,-1
1297,c2376761975,ilybbyEmma,a32269191,03/20/2012,-1
1298,c2376763889,brlracr624,a32269191,03/20/2012,1
1299,c2377078550,cziegler,a32321313,03/23/2012,-1
1300,c2377088601,amberann92,a32320699,03/23/2012,-1
1301,c2377117100,mindy2780,a32321313,03/23/2012,-1
1302,c2377215124,macksmamma08,a32338761,03/24/2012,1
1303,c2377311929,languid_kitty,a32358355,03/25/2012,1
1304,c2377334034,sarohv,a32358355,03/26/2012,1
1305,c2377339719,Girl Butt,a32358355,03/26/2012,1
1306,c2377346582,PuurpleJay,a32358355,03/26/2012,1
1307,c2377452500,rlnola,a32382417,03/27/2012,1
1308,c2377457579,Bluelouise27,a32382417,03/27/2012,-1
1309,c2377500773,Kryzdena,a32383523,03/27/2012,-1
1310,c2377614525,mrsltdriggers,a32383523,03/28/2012,-1
1311,c2378047772,swilliams26,a32469177,04/02/2012,-1
1312,c2378056371,Ziggy1138,a32480585,04/02/2012,1
1313,c2378075473,tracylynn,a32480585,04/02/2012,1
1314,c2378077072,NadineJB,a32483925,04/02/2012,-1
1315,c2378083707,kathcal,a32477625,04/02/2012,1
1316,c2378087469,zz10,a32480585,04/02/2012,1
1317,c2378150611,thinkonit,a32485255,04/03/2012,-1
1318,c2378177925,Max&Juliana's_Mama,a32480585,04/03/2012,1
1319,c2378179405,TaiApril,a32502079,04/03/2012,1
1320,c2378403037,baconsushi,a32527099,04/05/2012,1
1321,c2378426378,dani.hope,a32468147,04/05/2012,-1
1322,c2378663650,SouthernBelle04,a32566723,04/08/2012,1
1323,c2378697131,kristitee78,a32566723,04/08/2012,1
1324,c2378742294,kait529,a32592319,04/09/2012,1
1325,c2378745992,IngridLAnderson,a32566723,04/09/2012,1
1326,c2378748816,ISUamanda,a32595807,04/09/2012,1
1327,c2378749033,maryw1022,a32595807,04/09/2012,1
1328,c2378752719,ESweeter,a32595807,04/09/2012,1
1329,c2378817464,Alexasmama1,a31965523,04/10/2012,-1
1330,c2378830341,melissa1280,a32610031,04/10/2012,-1
1331,c2378992215,kbsmama,a32636407,04/11/2012,-1
1332,c2379106587,rch0026,a32655293,04/12/2012,1
1333,c2379255733,KatieD877,a32679813,04/13/2012,-1
1334,c2379371048,tamaraky,a32698143,04/15/2012,-1
1335,c2379372984,avasmommy05,a32698143,04/15/2012,1
1336,c2379458968,skipper91,a32712217,04/16/2012,1
1337,c2379515064,alyannsmom,a32716337,04/16/2012,1
1338,c2379613688,cholulagirl,a32737151,04/17/2012,-1
1339,c2379728122,Melly96,a32752109,04/18/2012,1
1340,c2379771009,VirgoGal,a32752109,04/18/2012,1
1341,c2379798876,jfederici,a32741213,04/18/2012,-1
1342,c2379807016,violet_rose224,a32763663,04/19/2012,-1
1343,c2379823694,Bookworm719,a32763663,04/19/2012,-1
1344,c2379857622,mom2steven&andrew,a32700821,04/19/2012,-1
1345,c2379904199,baybegrllluvsyou,a32783197,04/19/2012,1
1346,c2379930075,carla51112,a32787481,04/20/2012,-1
1347,c2379963014,newmama062010,a32778919,04/20/2012,1
1348,c2380033027,tiger_cub,a32795671,04/20/2012,1
1349,c2380045093,Mommynnp,a32805057,04/21/2012,1
1350,c2380053104,Jen042788,a32803705,04/21/2012,1
1351,c2380079659,AmberBeeXX,a32791119,04/21/2012,1
1352,c2380088830,mommy4matt&ben,a32811301,04/21/2012,-1
1353,c2380147743,ashleyparker828,a32820879,04/22/2012,1
1354,c2380154023,mommashley,a32763663,04/22/2012,-1
1355,c2380169539,webbsbabygirl,a32820879,04/22/2012,1
1356,c2380272237,laurap85,a32836887,04/23/2012,-1
1357,c2380360442,Meekmor,a32849621,04/24/2012,-1
1358,c2380403427,almgypsy,a32848265,04/24/2012,-1
1359,c2380454483,kssangel87,a32870389,04/25/2012,1
1360,c2380523387,Dbird0329,a32883982,04/25/2012,-1
1361,c2380535835,msdeth_1,a32858587,04/25/2012,-1
1362,c2380610780,CameronsBelly,a32907061,04/26/2012,1
1363,c2380661705,Lizzy0217,a32898490,04/26/2012,-1
1364,c2380744895,brittanymang,a32905219,04/27/2012,1
1365,c2380940515,kireleason,a32982835,04/29/2012,1
1366,c2381025726,mdb3383,a33006100,04/30/2012,1
1367,c2381112396,tiffanybm,a33026686,05/01/2012,1
1368,c2381135782,camposkl,a33004993,05/01/2012,-1
1369,c2381223035,Gina2008,a33055153,05/02/2012,-1
1370,c2381259330,Sudonk,a32996302,05/02/2012,1
1371,c2381278568,slpkaty,a33068722,05/02/2012,1
1372,c2381390298,hnkruk,a33010870,05/03/2012,1
1373,c2381616181,Jaiden&Momma,a33149041,05/06/2012,1
1374,c2381822469,superjenni,a33182830,05/08/2012,1
1375,c2382025408,Honeybee06,a33247468,05/09/2012,-1
1376,c2382186276,newtsmomma,a33285829,05/11/2012,1
1377,c2382236633,Born_to_Mom,a33291442,05/11/2012,1
1378,c2382436912,jmece,a33315775,05/14/2012,-1
1379,c2382569719,dustinswife2009,a33379477,05/15/2012,1
1380,c2382602525,Sarah.elizabethx3,a33330025,05/15/2012,1
1381,c2382636959,sunnywave,a33397159,05/16/2012,-1
1382,c2382666511,saasyj2000,a33393016,05/16/2012,1
1383,c2382753319,Youngmomma7,a33414454,05/17/2012,-1
1384,c2382794563,fbratch,a33414454,05/17/2012,-1
1385,c2383004500,Ahoque,a33481750,05/19/2012,1
1386,c2383150535,secretd1126,a33517636,05/21/2012,-1
1387,c2383152411,SAS383,a33517636,05/21/2012,1
1388,c2383178470,MamaNikol,a33515560,05/21/2012,1
1389,c2383185879,beccar04,a33515560,05/21/2012,-1
1390,c2383314093,Beth921,a33556879,05/22/2012,-1
1391,c2383685963,LBD32012,a33539107,05/23/2012,-1
1392,c2383715060,josiefrey,a33388333,05/23/2012,1
1393,c2383847163,anIVFnugget,a33613343,05/24/2012,-1
1394,c2384113714,Holliewood76,a33675880,05/27/2012,-1
1395,c2384281554,Griffinandgibsonsmom,a33689014,05/29/2012,-1
1396,c2384468514,Jle1278,a33750523,05/30/2012,-1
1397,c2384714029,turbonerd,a33819226,06/02/2012,-1
1398,c2384741694,ignatiousme,a33824179,06/02/2012,-1
1399,c2384763202,penelopestripe,a33824179,06/02/2012,1
1400,c2384991322,anne480,a33886033,06/04/2012,1
1401,c2385154823,somatik,a33929992,06/06/2012,-1
1402,c2385248232,Rosagil,a33932905,06/07/2012,-1
1403,c2385313149,jhboese,a33968518,06/07/2012,1
1404,c2385314429,snugsmama,a33968518,06/07/2012,-1
1405,c2385327195,MeredithPSmith,a33968518,06/07/2012,1
1406,c2385335126,AshR822,a33968518,06/07/2012,-1
1407,c2385535442,music_rxmama,a34020811,06/09/2012,-1
1408,c2385575502,coligoede,a34028701,06/10/2012,-1
1409,c2385582033,Hnh_hayes,a34028701,06/10/2012,1
1410,c2385880698,k8blujay,a34102378,06/13/2012,1
1411,c2386062915,3040711,a34147681,06/14/2012,-1
1412,c2386070982,alexplusbaby,a34147681,06/14/2012,-1
1413,c2386134143,bluezephyr01,a34165783,06/15/2012,1
1414,c2386185298,steviea,a34178554,06/15/2012,1
